C-CodigoCliente,C-TipoCliente,C-Sucursal,A-Equipo,A-Sector,PC-CostoAccesorios,PC-CostoAlquiler,PC-CostoCCC,PC-CostoReactivos,PC-CostoServicioTecnico,PC-CostoTotal,PC-TotalDeterminaciones,PC-ImporteAccesorios,PC-ImporteAlquiler,PC-ImporteCCC,PC-ImporteReactivos,PC-ImporteServicioTecnico,PC-UtilidadAccesorios,PC-UtilidadAlquiler,PC-UtilidadCCC,PC-UtilidadReactivos,PC-UtilidadServicioTecnico,PC-UtilidadPropuesta,PC-Ganado
1216,Publico,5,341,POC/Urgencia,0,17884.42,196.84,81348.4,6259.54,117920.99,400,0,17884.42,226.37,93550.66,6259.54,1,1,1.15,1.15,1,2069565311,1
1219,Publico,5,341,POC/Urgencia,0,19392.76,121.97,49985.1,6787.46,83803.35,240,0,19392.76,140.27,57482.86,6787.46,1,1,1.15,1.15,1,2,0
1234,Publico,5,343,Hematología,2999999996,1680705,9345228695,354070926,588246.72,4501842.42,10000,300000,1680705,1401784.3,531106.4,588246.72,1,1,1.5,1.5,1,1332787655,0
1159,Publico,5,275,Endocrinología,3679999997,517140,103190.01,7282976085,180999,2188647.28,3210,368000,517140,139306.51,983201.77,180999,1,1,1.35,1.35,1,0.877138018,0
1250,Publico,5,295,Coagulación,20000,18854.06,1267260709,1208612372,6598.92,330178.39,8000,20000,18854.06,145734.98,138990.43,6598.92,1,1,1.15,1.15,1,1299903364,0
1219,Publico,5,234,Hemostasia,2855.6,206856,3375827642,260799528,72399.6,970250.83,11000,2855.6,206856,388220.17,299919.46,72399.6,1,1,1.15,1.15,1,1076809627,0
2205,Privado,5,270,Inmunología,2999999996,565621.89,389766168,2594844153,197967.66,3831285.7,15342,300000,0,448231.1,2984070.77,98983.83,1,0,1.15,1.15,0.5,1238391006,0
1173,Publico,5,270,Inmunología,6030414397,2619042.36,1154509327,4023903461,916664.88,7852819.34,46000,603041.44,0,1616313.06,5633464.84,0,1,0,1.4,1.4,0,0.851349054,1
1240,Publico,5,275,Endocrinología,0,517140,145192014,4487338845,180999,1499938.95,5700,0,517140,196009.21,605790.74,180999,1,1,1.35,1.35,1,1659999997,0
1181,Publico,5,215,Química Clínica,2253999997,2240940,1071366029,2497533.11,784328.96,10097282.88,546701,2253999997,2240940,1446344164,3371669757,784328.96,1,1,1.35,1.35,1,1.66,0
1250,Publico,5,331,POC/Gases,0,43095,456114.04,1940598,15083.26,2814397.11,6000,0,43095,524531.15,2231687.7,15083.26,1,1,1.15,1.15,1,1200000003,0
1260,Publico,5,341,POC/Urgencia,0,19392.76,121.97,97029.9,6787.46,137904.87,200,0,19392.76,140.27,111584.38,6787.46,1,1,1.15,1.15,1,1842023418,1
1263,Publico,5,234,Hemostasia,0,620568,9579077772,7296936823,217198.8,2778508.48,31200,0,620568,1101593.95,839147.73,217198.8,1,1,1.15,1.15,1,1420405198,1
3856,Publico,5,98,Química Clínica,25328446,110610.5,1205674855,2889959281,38713.68,622854.95,75000,2532.84,110610.5,138652.61,332345.32,38713.68,1,1,1.15,1.15,1,1349999996,0
1450,Publico,5,269,Inmunología,0,91576.88,112613.49,630253305,32051.91,977925.61,3000,0,91576.88,129505.51,724791.31,32051.91,1,1,1.15,1.15,1,1270177484,1
1159,Publico,5,242,Hemostasia,2550000004,730891.2,5437238092,1206616.84,255811.92,3002144.87,14762,2550,730891.2,625282.38,1387609.37,255811.92,1,1,1.15,1.15,1,0.996061779,1
4885,Publico,5,225,Orina,0,31028.4,0,22406.67,10859.96,69896.7,3250,0,31028.4,0,28008.34,10859.96,1,1,1.25,1.25,1,162740158,1
1240,Publico,5,215,Química Clínica,3012279996,840352.5,3432605924,1129930.38,294123.36,3004335.42,125300,301228,420176.25,463401.8,1525406.01,294123.36,1,0.5,1.35,1.35,1,0.997891241,0
1185,Publico,5,247,Hematología,0,213320.28,317538243,0,74662.08,330850.02,1500,0,213320.28,42867.66,0,74662.08,1,1,1.35,1.35,1,1349999918,0
1185,Publico,5,98,Química Clínica,60424.98,493831.5,2530850848,380688627,116147.04,1525998.03,41200,60424.98,493831.5,341664.86,513929.65,116147.04,1,1,1.35,1.35,1,1277852239,0
1554,Publico,5,287,Quimica Clinica,0,1488109.08,3777235583,3255004181,481991.19,2778807.84,26686,0,1488109.08,434382.09,374325.48,481991.19,1,1,1.15,1.15,1,0.745471382,0
1668,Publico,5,296,Quimica Clinica,4910199996,188540.62,1647264718,805926671,65989.22,1027666.85,26000,491020,188540.62,189435.44,92681.57,65989.22,1,1,1.15,1.15,1,0.8,0
2196,Privado,5,272,Coagulación,0,2629689.15,3682515065,8684561496,920391.15,17772218.34,82080,0,2629689.15,4234892.32,9987245.72,920391.15,1,1,1.15,1.15,1,1469663984,1
1159,Publico,5,343,Hematología,21583.98,1062352.5,9337407825,295059105,294129.36,3036945.67,12500,21583.98,1062352.5,1260550.05,398329.78,294129.36,1,1,1.35,1.35,1,1660000009,0
3390,Publico,5,247,Hematología,3357299996,426640.56,80174721,0,149324.16,1031956.8,5000,335730,426640.56,120262.08,0,149324.16,1,1,1.5,1.5,1,1.5,0
1193,Publico,5,32,Electrolitos,48602796,99450.6,1247654794,157201.1,34807.68,562068.43,6000,4860.28,99450.6,187148.22,235801.65,34807.68,1,1,1.5,1.5,1,1.66,0
1245,Publico,5,331,POC/Gases,0,258570,64686.6,97029.9,90499.56,591644.31,300,0,258570,97029.9,145544.85,90499.56,1,1,1.5,1.5,1,140000001,0
1193,Publico,5,336,Endocrinología,3299999996,452497.56,322814078,9000479125,158374.2,2775164.74,13100,330000,452497.56,484221.12,1350071.86,158374.2,1,1,1.5,1.5,1,2000000014,0
1496,Publico,5,247,Hematología,3284999996,426640.56,189862068,0,149324.16,1189257.82,18000,328500,426640.56,284793.1,0,149324.16,1,1,1.5,1.5,1,1249999971,0
4058,Publico,5,341,POC/Urgencia,0,116356.56,1524.6,852687,40724.76,1438398.72,3000,0,116356.56,2286.9,1279030.5,40724.76,1,1,1.5,1.5,1,1.66,0
1216,Publico,5,331,POC/Gases,0,517140,9662560875,3234330,180999.12,6999018.26,10000,0,517140,1449384.14,4851495,180999.12,1,1,1.5,1.5,1,1270807872,0
1156,Publico,5,275,Endocrinología,5482970396,1034280,356507624,5267018559,361998,3269389.26,3600,548297.04,1034280,534761.43,790052.79,361998,1,1,1.5,1.5,1,1500000009,1
1178,Publico,5,333,Hematología,4181438373,341312.4,308714318,0,119459.4,1341987.12,30000,418143.84,341312.4,463071.48,0,119459.4,1,1,1.5,1.5,1,138600436,0
1178,Publico,5,218,Química Clínica,5860199996,1137708,5488445413,3493601903,398197.8,2900378.9,86100,586020,568854,823266.81,524040.29,398197.8,1,0.5,1.5,1.5,1,1435357111,0
1193,Publico,5,245,Hematología,4081438373,711067.56,8506529658,0,248873.64,2644064.5,38000,408143.84,711067.56,1275979.46,0,248873.64,1,1,1.5,1.5,1,1250000021,0
3721,Publico,5,248,Gases en Sangre,0,114000,211497957,0,39900,397122.65,0,0,114000,243222.65,0,39900,1,1,1.15,1.15,1,0.560400974,1
3721,Publico,5,245,Hematología,0,263094.99,74817809,0,92083.26,441218.73,7000,0,263094.99,86040.48,0,92083.26,1,1,1.15,1.15,1,1182729301,1
3721,Publico,5,297,Quimica Clinica,0,339570,773697828,410915637,90502.5,566303.04,16263,0,339570,88975.25,47255.29,90502.5,1,1,1.15,1.15,1,3491051699,1
3721,Publico,5,295,Coagulación,0,28281.09,16259375,465303201,9898.38,110387.63,2980,0,28281.09,18698.29,53509.87,9898.38,1,1,1.15,1.15,1,4598601129,1
3721,Publico,5,331,POC/Gases,0,93731.64,13231.35,922914069,32806.08,247888.89,1575,0,93731.64,15216.05,106135.12,32806.08,1,1,1.15,1.15,1,0.897772869,1
1178,Publico,5,32,Electrolitos,48602796,99450.6,1557187774,370545.45,34807.68,928514.91,14000,4860.28,99450.6,233578.17,555818.18,34807.68,1,1,1.5,1.5,1,1659999967,0
1178,Publico,5,331,POC/Gases,0,258570,4458229875,1617165,90499.56,3443551.54,5000,0,258570,668734.48,2425747.5,90499.56,1,1,1.5,1.5,1,1.66,0
1554,Publico,5,287,Quimica Clinica,0,1488109.08,3541773213,2870469327,481991.19,2707508.16,24853,0,1488109.08,407303.92,330103.97,481991.19,1,1,1.15,1.15,1,0.765102669,1
1496,Publico,5,245,Hematología,3715621996,711067.56,9157842408,0,248873.64,2705179.76,40000,371562.2,711067.56,1373676.36,0,248873.64,1,1,1.5,1.5,1,154999999,0
3751,Publico,5,333,Hematología,0,341312.4,253873.49,0,119459.4,841582.03,24000,0,341312.4,380810.23,0,119459.4,1,1,1.5,1.5,1,139736824,0
1554,Publico,5,343,Hematología,0,526836.39,1129790552,59011821,184392.72,909018.62,9000,0,526836.39,129925.92,67863.59,184392.72,1,1,1.15,1.15,1,2467706866,1
1554,Publico,5,32,Electrolitos,0,24862.65,468130003,449146192,8701.92,1390513302,2000,0,24862.65,5383494923,5165181101,8701.92,1,1,1.15,1.15,1,1708868301,1
1554,Publico,5,359,Bacteriología,0,457469.97,296393.13,0,160114.5,958436.57,0,0,457469.97,340852.1,0,160114.5,1,1,1.15,1.15,1,1456574231,1
3751,Publico,5,32,Electrolitos,48602796,99450.6,1907521474,449146,34807.68,1098965.78,18000,4860.28,99450.6,286128.22,673719,34807.68,1,1,1.5,1.5,1,1556008414,0
1554,Publico,5,248,Gases en Sangre,0,178642.5,5058214425,48514.95,62524.89,878654.24,150,0,178642.5,581694.66,55792.19,62524.89,1,1,1.15,1.15,1,1459037687,1
1554,Publico,5,269,Inmunología,0,731543.04,25933446,1976602034,256040.07,1244715.81,2300,0,731543.04,29823.47,227309.23,256040.07,1,1,1.15,1.15,1,1064762108,1
1554,Publico,5,234,Hemostasia,0,235137.09,134037387,776250211,82297.98,560846.84,6000,0,235137.09,154143,89268.77,82297.98,1,1,1.15,1.15,1,1474330586,1
4058,Publico,5,269,Inmunología,3899999996,1098922.56,669666272,2408546806,384622.92,6490865.1,32200,390000,1098922.56,1004499.41,3612820.21,384622.92,1,1,1.5,1.5,1,131315845,0
1136,Publico,5,347,Gases,0,769501.5,0.0605,0.0726,269325.54,1038827193,3300,0,769501.5,0.069574999,0.083489998,269325.54,1,1,1.15,1.15,1,2644953866,1
1136,Publico,5,331,POC/Gases,0,89505.15,730185148,660292644,31326.81,280736.9,1600,0,89505.15,83971.29,75933.65,31326.81,1,1,1.15,1.15,1,5090470971,1
1136,Publico,5,269,Inmunología,0,549461.28,144309924,2649475048,192311.46,1212418.77,3200,0,549461.28,165956.41,304689.62,192311.46,1,1,1.15,1.15,1,1692164911,1
3751,Publico,5,331,POC/Gases,0,258570,859504.14,3234330,90499.56,6489820.77,10000,0,258570,1289256.21,4851495,90499.56,1,1,1.5,1.5,1,1523924982,0
1136,Publico,5,201,Inmunología,0,1156147.29,24257475,260687603,404651.55,1618674,384,0,1156147.29,27896.09,29979.07,404651.55,1,1,1.15,1.15,1,1267464913,1
1136,Publico,5,279,Software,0,225000,2879600999,0,3,258118.41,1,0,225000,33115.41,0,3,1,1,1.15,1.15,1,0,1
1136,Publico,5,217,Química Clínica,0,355533.75,2141832616,935186736,124436.82,833827.79,36773,0,355533.75,246310.75,107546.47,124436.82,1,1,1.15,1.15,1,193024989,1
1136,Publico,5,287,Quimica Clinica,0,1092682.08,1168091408,685762902,382438.74,1688314.06,6946,0,1092682.08,134330.51,78862.73,382438.74,1,1,1.15,1.15,1,1429973266,1
1136,Publico,5,273,Hemostasia,0,396743.34,190757831,888590604,138860.16,857162.92,6480,0,396743.34,219371.5,102187.92,138860.16,1,1,1.15,1.15,1,33612389,1
1136,Publico,5,359,Bacteriología,0,725984.91,517623.48,121445.28,254094.72,1715008.7,100,0,725984.91,595267,139662.07,254094.72,1,1,1.15,1.15,1,2614304044,1
4075,Publico,5,247,Hematología,3199999996,426640.56,320325478,0,149324.16,1163132.66,30000,320000,213320.28,480488.22,0,149324.16,1,0.5,1.5,1.5,1,1238035909,0
4075,Publico,5,234,Hemostasia,2999999996,827424,1327396.85,6064794307,289598.4,2910732.98,30600,300000,0,1791985.75,818747.23,0,1,0,1.35,1.35,0,0.981951976,0
4075,Publico,5,234,Hemostasia,3131889996,827424,8155930948,1979048775,289598.4,1630736.36,18000,313189,0,1060271.02,257276.34,0,1,0,1.3,1.3,0,0.902021955,0
3798,Publico,5,215,Química Clínica,633797182,1680705,1711844669,2998077863,588246.72,5920227.58,100000,633797.18,1680705,2567767,449711.68,588246.72,1,1,1.5,1.5,1,1349999994,0
3767,Privado,5,247,Hematología,3165014496,426640.56,326375478,0,149324.16,1094047.03,30000,316501.45,213320.28,489563.22,0,74662.08,1,0.5,1.5,1.5,0.5,1249999975,0
1216,Publico,5,218,Química Clínica,320650,1137708,7730419202,5118923029,398197.8,3016004.23,78000,320650,568854,1159562.88,767838.45,199098.9,1,0.5,1.5,1.5,0.5,1350000009,0
1199,Publico,5,331,POC/Gases,0,86190,3524684625,1164358.8,30166.52,1860707.87,3600,0,86190,405338.73,1339012.62,30166.52,1,1,1.15,1.15,1,1099999991,0
1216,Publico,5,333,Hematología,3157299996,341312.4,188796663,0,119459.4,1059696.79,15000,315730,341312.4,283194.99,0,119459.4,1,1,1.5,1.5,1,1121075397,0
4364,Publico,5,247,Hematología,3216097996,426640.56,234708177,0,149324.16,1249636.79,22000,321609.8,426640.56,352062.27,0,149324.16,1,1,1.5,1.5,1,130000001,0
4058,Publico,5,245,Hematología,3202372496,711067.56,8014582378,0,248873.64,2482365.81,35000,320237.25,711067.56,1202187.36,0,248873.64,1,1,1.5,1.5,1,1299999987,0
1506,Publico,5,32,Electrolitos,0,99450.6,713096944,280716.25,34807.68,662297.2,11000,0,99450.6,106964.54,421074.38,34807.68,1,1,1.5,1.5,1,1350000091,0
1506,Publico,5,245,Hematología,3499999996,711067.56,5325877678,0,248873.64,2108822.86,22000,350000,711067.56,798881.66,0,248873.64,1,1,1.5,1.5,1,1429233369,0
4364,Publico,5,245,Hematología,3216097996,711067.56,6006851158,0,248873.64,2182578.68,24000,321609.8,711067.56,901027.68,0,248873.64,1,1,1.5,1.5,1,1349999992,0
4073,Publico,5,333,Hematología,3202372496,341312.4,236992536,0,119459.4,1136497.86,20000,320237.25,341312.4,355488.81,0,119459.4,1,1,1.5,1.5,1,124999996,0
4089,Publico,5,331,POC/Gases,0,258570,663772725,2393404.2,90499.56,4934834.94,14800,0,258570,995659.08,3590106.3,90499.56,1,1,1.5,1.5,1,1402133119,0
4089,Publico,5,32,Electrolitos,0,99450.6,85663.52,426688.7,34807.68,902786.61,17400,0,99450.6,128495.28,640033.05,34807.68,1,1,1.5,1.5,1,150000005,0
4073,Publico,5,407,Quimica Clinica,2999999996,536532.72,3198866594,1348976607,187786.44,1572362.46,26000,300000,402399.54,479829.99,202346.49,187786.44,1,0.75,1.5,1.5,1,1150000032,0
4073,Publico,5,32,Electrolitos,0,99450.6,1234503826,258258.95,34807.68,706822.28,10000,0,99450.6,185175.57,387388.43,34807.68,1,1,1.5,1.5,1,1350000059,0
3669,Publico,5,333,Hematología,3657299996,341312.4,401554593,0,119459.4,1428833.69,40000,365730,341312.4,602331.89,0,119459.4,1,1,1.5,1.5,1,1199999966,0
1175,Publico,5,336,Endocrinología,0,113124.39,87503328,2621130435,39593.55,554776.77,2000,0,113124.39,100628.83,301430,39593.55,1,1,1.15,1.15,1,2005569916,1
3942,Publico,5,247,Hematología,3457299996,426640.56,320325478,0,149324.16,1402182.94,30000,345730,426640.56,480488.22,0,149324.16,1,1,1.5,1.5,1,1000000014,0
4399,Publico,5,32,Electrolitos,0,99450.6,153014.68,67371.9,34807.68,464838.15,3000,0,99450.6,229522.02,101057.85,34807.68,1,1,1.5,1.5,1,1290707314,0
4399,Publico,5,245,Hematología,3299999996,711067.56,6184704218,0,248873.64,1862113.05,25000,330000,355533.78,927705.63,0,248873.64,1,0.5,1.5,1.5,1,1250000004,0
4399,Publico,5,341,POC/Urgencia,0,116356.56,914.76,473388.3,40724.76,868535.91,1800,0,116356.56,1372.14,710082.45,40724.76,1,1,1.5,1.5,1,1710872162,0
1226,Publico,5,245,Hematología,3299999996,711067.56,1228125171,0,248873.64,3132128.95,58000,330000,711067.56,1842187.75,0,248873.64,1,1,1.5,1.5,1,1200000019,0
2442,Privado,5,235,Hemostasia,0,520766.43,5367393141,4791790333,182268.24,1871340.76,13320,0,520766.43,617250.21,551055.88,182268.24,1,1,1.15,1.15,1,1282945506,1
1235,Publico,5,247,Hematología,3069999996,426640.56,244385031,0,149324.16,961559.9,23000,307000,213320.28,366577.54,0,74662.08,1,0.5,1.5,1.5,0.5,1004617601,0
3751,Publico,5,353,POC/Urgencia,0,77571,396.4,299175.53,27149.88,554078.78,750,0,77571,594.6,448763.3,27149.88,1,1,1.5,1.5,1,1507005917,1
1177,Publico,5,333,Hematología,3299999996,341312.4,117728886,0,119459.4,796708.93,8000,330000,170656.2,176593.33,0,119459.4,1,0.5,1.5,1.5,1,0.984048214,0
3924,Privado,5,270,Inmunología,0,565621.89,193412934,608642.1,197967.66,1685952.83,2300,0,565621.89,222424.87,699938.41,197967.66,1,1,1.15,1.15,1,1204944698,1
1218,Publico,5,247,Hematología,3605699996,426640.56,234708177,0,149324.16,1288596.99,22000,360570,426640.56,352062.27,0,149324.16,1,1,1.5,1.5,1,1365826565,0
1260,Publico,5,331,POC/Gases,0,258570,6781066875,2652150.6,90499.56,5344455.49,8200,0,258570,1017160.03,3978225.9,90499.56,1,1,1.5,1.5,1,1.2,0
3798,Publico,5,336,Endocrinología,4340789996,452497.56,386829982,1476204.09,158374.2,3839501.87,16000,434079,452497.56,580244.97,2214306.14,158374.2,1,1,1.5,1.5,1,1249999995,0
1260,Publico,5,245,Hematología,3299999996,711067.56,965598513,0,248873.64,2208593.64,45000,330000,355533.78,1448397.77,0,74662.09,1,0.5,1.5,1.5,0.3,1239856382,0
1193,Publico,5,341,POC/Urgencia,0,116356.56,945.25,535502.14,40724.76,961752.41,1860,0,116356.56,1417.88,803253.21,40724.76,1,1,1.5,1.5,1,1714694804,0
3645,Publico,5,245,Hematología,3299999996,711067.56,711396631,0,248873.64,2357036.15,30000,330000,711067.56,1067094.95,0,248873.64,1,1,1.5,1.5,1,1200000025,0
3669,Publico,5,297,Quimica Clinica,3783999996,1034280,5708818841,5713144833,361998,3487972.54,190000,378400,1034280,856322.82,856971.72,361998,1,1,1.5,1.5,1,1433182155,0
3669,Publico,5,245,Hematología,3299999996,711067.56,1343044824,0,248873.64,3304508.43,66000,330000,711067.56,2014567.23,0,248873.64,1,1,1.5,1.5,1,1250000007,0
1250,Publico,5,234,Hemostasia,3299999996,827424,1325630443,6373298932,289598.4,3419239.69,46000,330000,0,1988445.66,955994.83,144799.2,1,0,1.5,1.5,0.5,0.999999997,0
1250,Publico,5,247,Hematología,3299999996,426640.56,307136478,0,149324.16,1366669.44,30000,330000,426640.56,460704.72,0,149324.16,1,1,1.5,1.5,1,1199999965,0
3856,Publico,5,245,Hematología,3299999996,711067.56,7000530262,0,248873.64,2340020.74,30000,330000,711067.56,1050079.54,0,248873.64,1,1,1.5,1.5,1,1299999999,0
1250,Publico,5,353,POC/Urgencia,0,77571,609.84,970299,27149.88,1561084.14,2000,0,77571,914.76,1455448.5,27149.88,1,1,1.5,1.5,1,2113915525,1
1250,Publico,5,111,Orina,0,129285,0,188799.93,45249.72,457734.62,19000,0,129285,0,283199.9,45249.72,1,1,1.5,1.5,1,1452806869,0
3767,Privado,5,341,POC/Urgencia,0,116356.56,1036.73,970299,40724.76,1614084.92,2000,0,116356.56,1555.1,1455448.5,40724.76,1,1,1.5,1.5,1,1999999975,0
3390,Publico,5,32,Electrolitos,0,99450.6,46812.99,179658.4,34807.68,473965.37,7000,0,99450.6,70219.49,269487.6,34807.68,1,1,1.5,1.5,1,1499999968,0
1499,Publico,5,247,Hematología,3307299996,426640.56,239717093,0,149324.16,1266270.36,22000,330730,426640.56,359575.64,0,149324.16,1,1,1.5,1.5,1,1660000002,0
1218,Publico,5,341,POC/Urgencia,0,116356.56,701.32,346955.4,40724.76,678566.4,1380,0,116356.56,1051.98,520433.1,40724.76,1,1,1.5,1.5,1,1724223304,0
4089,Publico,5,245,Hematología,0,711067.56,943288.65,0,248873.64,2374874.18,44000,0,711067.56,1414932.98,0,248873.64,1,1,1.5,1.5,1,1463656487,0
4084,Publico,5,331,POC/Gases,0,258570,444921.84,1323135,90499.56,3001154.82,5000,0,258570,667382.76,1984702.5,90499.56,1,1,1.5,1.5,1,1.3,0
1506,Publico,5,269,Inmunología,0,1098922.56,260275.36,866679.9,384622.92,3173978.37,11100,0,1098922.56,390413.04,1300019.85,384622.92,1,1,1.5,1.5,1,1450000014,0
4084,Publico,5,353,POC/Urgencia,0,77571,365.9,154365.75,27149.88,336818.35,700,0,77571,548.85,231548.62,27149.88,1,1,1.5,1.5,1,1999999941,0
1305,Publico,5,32,Electrolitos,0,99450.6,137958.79,101057.85,34807.68,492783.24,4000,0,99450.6,206938.18,151586.78,34807.68,1,1,1.5,1.5,1,2,0
3751,Publico,5,234,Hemostasia,0,827424,641348.46,159332.47,289598.4,2318043.8,10000,0,827424,962022.69,238998.71,289598.4,1,1,1.5,1.5,1,1.2,0
4885,Publico,5,225,Orina,0,93085.2,2310858,509243625,32579.88,205517.91,7500,0,93085.2,3466.29,76386.54,32579.88,1,1,1.5,1.5,1,1612998108,1
4084,Publico,5,245,Hematología,3299999996,711067.56,602504375,0,248873.64,2193697.75,24000,330000,711067.56,903756.55,0,248873.64,1,1,1.5,1.5,1,1150000013,0
4829,Publico,5,331,POC/Gases,0,258570,128638125,388119.6,90499.56,1124206.14,1200,0,258570,192957.18,582179.4,90499.56,1,1,1.5,1.5,1,1300000016,0
4829,Publico,5,32,Electrolitos,0,99450.6,849304445,1796584768,34807.68,531141.66,7000,0,99450.6,127395.66,269487.72,34807.68,1,1,1.5,1.5,1,2,0
4829,Publico,5,333,Hematología,3069999996,341312.4,97129362,0,119459.4,913465.84,7000,307000,341312.4,145694.04,0,119459.4,1,1,1.5,1.5,1,1399999939,0
1186,Publico,5,234,Hemostasia,0,827424,6813236056,1777181208,289598.4,2405585,11000,0,827424,1021985.42,266577.18,289598.4,1,1,1.5,1.5,1,2782483263,0
3769,Privado,5,32,Electrolitos,0,99450.6,138427.04,123515.15,34807.68,527171.56,5000,0,99450.6,207640.56,185272.72,34807.68,1,1,1.5,1.5,1,2000000076,0
3777,Publico,5,32,Electrolitos,0,99450.6,138427.04,101057.85,34807.68,493485.62,4000,0,99450.6,207640.56,151586.78,34807.68,1,1,1.5,1.5,1,2299999907,0
1305,Publico,5,331,POC/Gases,0,258570,201410.55,529254,90499.56,1445066.38,2000,0,258570,302115.82,793881,90499.56,1,1,1.5,1.5,1,1300000018,0
4084,Publico,5,216,Química Clínica,294602.82,1344564,1248679441,1159254826,470597.4,5721665.63,220000,294602.82,1344564,1873019.16,1738882.25,470597.4,1,1,1.5,1.5,1,1150049728,0
4075,Publico,5,297,Quimica Clinica,3783999996,1034280,5065013899,8887417572,361998,3867542.72,217000,378400,1034280,759752.08,1333112.64,361998,1,1,1.5,1.5,1,1458807416,0
2392,Publico,5,407,Quimica Clinica,0,536532.72,2628115402,1537492429,187786.44,1349160.33,22690,0,536532.72,394217.31,230623.86,187786.44,1,1,1.5,1.5,1,134542942,0
3964,Publico,5,353,POC/Urgencia,3299999996,77571,396396,194794875,27149.88,397507.8,750,0,77571,594.6,292192.32,27149.88,0,1,1.5,1.5,1,2,0
3769,Privado,5,353,POC/Urgencia,0,77571,426.89,388119.6,27149.88,687540.62,800,0,77571,640.34,582179.4,27149.88,1,1,1.5,1.5,1,1500000044,1
4829,Publico,5,407,Quimica Clinica,0,536532.72,3988401516,2172677331,187786.44,1648480.99,80000,0,536532.72,598260.23,325901.6,187786.44,1,1,1.5,1.5,1,1350091395,0
1305,Publico,5,98,Química Clínica,3843531996,663663,7548917024,2299612502,232282.08,2757577.71,37040,384353.2,663663,1132337.55,344941.88,232282.08,1,1,1.5,1.5,1,1396936154,0
3769,Privado,5,331,POC/Gases,0,258570,91516.84,161716.5,90499.56,728919.57,500,0,258570,137275.26,242574.75,90499.56,1,1,1.5,1.5,1,1349999973,0
4399,Publico,5,216,Química Clínica,15700,1344564,9341933623,1258710341,470597.4,5120216.95,159300,15700,1344564,1401290.04,1888065.51,470597.4,1,1,1.5,1.5,1,1344036798,0
2392,Publico,5,331,POC/Gases,0,258570,622809.99,2328717.6,90499.56,4776360.94,7200,0,258570,934214.98,3493076.4,90499.56,1,1,1.5,1.5,1,1299999995,0
4399,Publico,5,331,POC/Gases,0,258570,858033.99,3234330,90499.56,6487615.54,10000,0,258570,1287050.98,4851495,90499.56,1,1,1.5,1.5,1,1300000006,0
4057,Publico,5,331,POC/Gases,0,258570,828630.99,3234330,90499.56,6443511.04,10000,0,258570,1242946.48,4851495,90499.56,1,1,1.5,1.5,1,1349999996,0
3856,Publico,5,407,Quimica Clinica,3299999996,536532.72,387158013,4050938067,187786.44,2242696.89,102250,330000,536532.72,580737.02,607640.71,187786.44,1,1,1.5,1.5,1,134999184,0
3390,Publico,5,407,Quimica Clinica,3299999996,536532.72,6514435994,6757205675,187786.44,2629252.56,94100,330000,214613.09,977165.4,1013580.85,93893.22,1,0.4,1.5,1.5,0.5,1,0
1178,Publico,5,341,POC/Urgencia,0,116356.56,914.76,511612.2,40724.76,925871.76,1800,0,116356.56,1372.14,767418.3,40724.76,1,1,1.5,1.5,1,1969387208,0
1180,Publico,5,215,Química Clínica,4641562808,1680705,1499973898,700796.91,588246.72,6034264.21,206301,464156.28,1680705,2249960.85,1051195.36,588246.72,1,1,1.5,1.5,1,1350087884,0
4355,Publico,5,32,Electrolitos,0,99450.6,141178.37,426688.7,34807.68,1119151.3,16800,2331.72,198901.2,208269.97,640033.05,69615.36,1,2,1.5,1.5,2,2499999991,0
4298,Publico,5,32,Electrolitos,0,99450.6,102497.82,78600.55,34807.68,505356.44,3000,0,198901.2,153746.73,117900.83,34807.68,1,2,1.5,1.5,1,14781646,0
4057,Publico,5,32,Electrolitos,0,99450.6,1242966688,67371.9,34807.68,521211.74,2500,0,198901.2,186445.01,101057.85,34807.68,1,2,1.5,1.5,1,1349999983,0
3920,Publico,5,234,Hemostasia,3199999996,827424,1387960363,5537349136,289598.4,3522141.3,44200,320000,0,2081940.54,830602.36,289598.4,1,0,1.5,1.5,1,141959069,0
4140,Publico,5,245,Hematología,3299999996,711067.56,536590351,0,248873.64,2094826.72,20000,330000,711067.56,804885.52,0,248873.64,1,1,1.5,1.5,1,1399999996,0
4140,Publico,5,32,Electrolitos,0,99450.6,1242966934,1347438576,34807.68,522819.11,6000,0,99450.6,186445.04,202115.79,34807.68,1,1,1.5,1.5,1,1899999945,0
4140,Publico,5,407,Quimica Clinica,3157899948,536532.72,2869138206,3194295698,187786.44,1949624.23,61700,315789.99,536532.72,430370.73,479144.35,187786.44,1,1,1.5,1.5,1,1360826337,0
3777,Publico,5,341,POC/Urgencia,0,116356.56,640.33,330416.21,40724.76,653666.14,1260,0,116356.56,960.5,495624.32,40724.76,1,1,1.5,1.5,1,1799999982,0
1166,Publico,5,275,Endocrinología,3443036516,1034280,6082087542,2272015415,361998,6060917.89,27800,344303.65,1034280,912313.12,3408023.12,361998,1,1,1.5,1.5,1,1280000003,1
1668,Publico,5,269,Inmunología,3299999996,1098922.56,4387553412,1732016107,384622.92,5069702.66,20600,330000,1098922.56,658133.01,2598024.17,384622.92,1,1,1.5,1.5,1,1499999994,0
3751,Publico,5,303,Endocrinología,41164.2,608932.32,238204.23,637074801,213126.36,2176141.43,9000,41164.2,608932.32,357306.35,955612.2,213126.36,1,1,1.5,1.5,1,1674014441,1
